id,depart_date_time,seats,free_seats,user_id,handle_fee_rate,handle_fee_ceiling_factor,handle_fee_maximum,accept_cash,accept_online_payment,quick_booking,flex_booking,price,car_id,currency_id,distance,detour_preference,duration,chat,kids,music,animals,comfort,smoking,id_arr,latitude_arr,longitude_arr,name_arr,id_dep,latitude_dep,longitude_dep,name_dep,time,date,date_weekday,Denmark,SJ_dep,SJ_arr,betalingsvej,betalingsvej_dummy
7385002,2018-08-07T15:30:00+02:00,2,0,269889,12.5,100,,False,True,True,True,18500,402425.0,1,271775.0,5_minutes,9644,0,1,1,1,0,0,25834238,56.0251671,9.8968571,Smukfest,25834237,55.673514,12.465726,Rødovre,15:30:00,2018-08-07,1,True,True,False,1,1
7385006,2018-08-07T14:00:00+02:00,3,3,1399528,12.5,100,,False,True,True,True,18000,,1,343083.0,flexible,14325,0,0,0,0,1,0,25829883,55.6760968,12.568337199999998,København,25829881,56.460584,10.036539,Randers,14:00:00,2018-08-07,1,True,False,True,1,1
7385007,2018-08-09T08:30:00+02:00,1,0,1438456,12.5,100,,False,True,True,True,15000,279463.0,1,268189.0,5_minutes,9520,0,0,0,0,0,0,25829865,55.844405,9.237394,Give,25829864,55.657333,12.5381179,Enghavevej 168,08:30:00,2018-08-09,3,True,True,False,1,1
7385010,2018-08-07T06:45:00+02:00,3,3,906186,12.5,100,,False,True,True,True,3500,276060.0,1,73159.0,5_minutes,4104,0,1,1,0,1,0,25829874,56.95916800000001,8.7034921,Thisted,25829871,56.48493000000001,8.589933,Struer,06:45:00,2018-08-07,1,True,False,False,0,0
7385011,2018-08-10T16:15:00+02:00,2,1,2318925,12.5,100,,False,True,False,True,5500,401415.0,1,74306.0,5_minutes,3502,0,1,1,0,1,0,25829876,55.7134411,9.5282372,Nyboesgade,25829875,56.188259,10.184892800000002,Olof Palmes Allé,16:15:00,2018-08-10,4,True,False,False,0,0
7385035,2018-08-06T20:30:00+02:00,3,3,734681,12.5,100,,False,True,True,True,8000,246957.0,1,172158.0,flexible,6233,0,1,1,1,1,0,25830001,56.0906735,9.7665915,Ry,25830000,57.270904,9.945168,Brønderslev,20:30:00,2018-08-06,0,True,False,False,0,0
7385039,2018-08-06T19:45:00+02:00,3,3,2068395,12.5,100,,False,True,True,True,8000,,1,66984.0,15_minutes,3436,0,1,1,1,0,1,25830007,56.1998772,10.1660237,Aarhus N,25830006,56.452027,9.3963471,Viborg,19:45:00,2018-08-06,0,True,False,False,0,0
7385040,2018-08-07T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830009,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830008,55.042655,11.9640331,Ørslev,09:15:00,2018-08-07,1,True,True,True,2,0
7385041,2018-08-08T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830011,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830010,55.042655,11.9640331,Ørslev,09:15:00,2018-08-08,2,True,True,True,2,0
7385042,2018-08-09T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830013,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830012,55.042655,11.9640331,Ørslev,09:15:00,2018-08-09,3,True,True,True,2,0
7385043,2018-08-10T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830015,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830014,55.042655,11.9640331,Ørslev,09:15:00,2018-08-10,4,True,True,True,2,0
7385044,2018-08-13T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830017,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830016,55.042655,11.9640331,Ørslev,09:15:00,2018-08-13,0,True,True,True,2,0
7385045,2018-08-14T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830019,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830018,55.042655,11.9640331,Ørslev,09:15:00,2018-08-14,1,True,True,True,2,0
7385046,2018-08-15T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830021,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830020,55.042655,11.9640331,Ørslev,09:15:00,2018-08-15,2,True,True,True,2,0
7385047,2018-08-16T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830023,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830022,55.042655,11.9640331,Ørslev,09:15:00,2018-08-16,3,True,True,True,2,0
7385048,2018-08-17T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830025,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830024,55.042655,11.9640331,Ørslev,09:15:00,2018-08-17,4,True,True,True,2,0
7385049,2018-08-20T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,10500,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,26028493,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",26028492,55.042655,11.9640331,Ørslev,09:15:00,2018-08-20,0,True,True,True,2,0
7385050,2018-08-21T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830029,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830028,55.042655,11.9640331,Ørslev,09:15:00,2018-08-21,1,True,True,True,2,0
7385051,2018-08-22T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830031,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830030,55.042655,11.9640331,Ørslev,09:15:00,2018-08-22,2,True,True,True,2,0
7385052,2018-08-23T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830033,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830032,55.042655,11.9640331,Ørslev,09:15:00,2018-08-23,3,True,True,True,2,0
7385053,2018-08-24T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830035,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830034,55.042655,11.9640331,Ørslev,09:15:00,2018-08-24,4,True,True,True,2,0
7385054,2018-09-03T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830037,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830036,55.042655,11.9640331,Ørslev,09:15:00,2018-09-03,0,True,True,True,2,0
7385055,2018-09-04T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830039,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830038,55.042655,11.9640331,Ørslev,09:15:00,2018-09-04,1,True,True,True,2,0
7385056,2018-09-05T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830041,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830040,55.042655,11.9640331,Ørslev,09:15:00,2018-09-05,2,True,True,True,2,0
7385057,2018-09-06T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830043,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830042,55.042655,11.9640331,Ørslev,09:15:00,2018-09-06,3,True,True,True,2,0
7385058,2018-09-07T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830045,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830044,55.042655,11.9640331,Ørslev,09:15:00,2018-09-07,4,True,True,True,2,0
7385059,2018-09-10T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830047,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830046,55.042655,11.9640331,Ørslev,09:15:00,2018-09-10,0,True,True,True,2,0
7385060,2018-09-11T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830049,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830048,55.042655,11.9640331,Ørslev,09:15:00,2018-09-11,1,True,True,True,2,0
7385061,2018-09-12T09:15:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,94245.0,5_minutes,3742,0,0,0,0,0,0,25830051,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",25830050,55.042655,11.9640331,Ørslev,09:15:00,2018-09-12,2,True,True,True,2,0
7385135,2018-08-07T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830218,55.042655,11.9640331,Ørslev,25830217,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-07,1,True,True,True,2,0
7385136,2018-08-08T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830220,55.042655,11.9640331,Ørslev,25830219,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-08,2,True,True,True,2,0
7385137,2018-08-09T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830222,55.042655,11.9640331,Ørslev,25830221,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-09,3,True,True,True,2,0
7385138,2018-08-10T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830224,55.042655,11.9640331,Ørslev,25830223,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-10,4,True,True,True,2,0
7385139,2018-08-13T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830226,55.042655,11.9640331,Ørslev,25830225,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-13,0,True,True,True,2,0
7385140,2018-08-14T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830228,55.042655,11.9640331,Ørslev,25830227,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-14,1,True,True,True,2,0
7385141,2018-08-15T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830230,55.042655,11.9640331,Ørslev,25830229,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-15,2,True,True,True,2,0
7385142,2018-08-16T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830232,55.042655,11.9640331,Ørslev,25830231,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-16,3,True,True,True,2,0
7385143,2018-08-17T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830234,55.042655,11.9640331,Ørslev,25830233,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-17,4,True,True,True,2,0
7385144,2018-08-20T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830236,55.042655,11.9640331,Ørslev,25830235,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-20,0,True,True,True,2,0
7385145,2018-08-21T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830238,55.042655,11.9640331,Ørslev,25830237,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-21,1,True,True,True,2,0
7385146,2018-08-22T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830240,55.042655,11.9640331,Ørslev,25830239,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-22,2,True,True,True,2,0
7385147,2018-08-23T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830242,55.042655,11.9640331,Ørslev,25830241,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-23,3,True,True,True,2,0
7385148,2018-08-24T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830244,55.042655,11.9640331,Ørslev,25830243,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-08-24,4,True,True,True,2,0
7385149,2018-09-04T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830246,55.042655,11.9640331,Ørslev,25830245,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-09-04,1,True,True,True,2,0
7385150,2018-09-05T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830248,55.042655,11.9640331,Ørslev,25830247,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-09-05,2,True,True,True,2,0
7385151,2018-09-06T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830250,55.042655,11.9640331,Ørslev,25830249,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-09-06,3,True,True,True,2,0
7385152,2018-09-07T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830252,55.042655,11.9640331,Ørslev,25830251,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-09-07,4,True,True,True,2,0
7385153,2018-09-10T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830254,55.042655,11.9640331,Ørslev,25830253,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-09-10,0,True,True,True,2,0
7385154,2018-09-11T18:00:00+02:00,3,3,2115457,12.5,100,,False,True,False,True,5000,357252.0,1,93721.0,5_minutes,3618,0,0,0,0,0,0,25830256,55.042655,11.9640331,Ørslev,25830255,55.6631343,12.5605503,"Fisketorvet, Dybbølsbro (Kalvebod Brygge)",18:00:00,2018-09-11,1,True,True,True,2,0
7385228,2018-08-10T11:10:00+02:00,2,2,1539565,12.5,100,,False,True,True,True,13000,247718.0,1,186217.0,none,11477,0,0,0,0,1,0,25834027,55.672689,12.5648692,Københavns Hovedbanegård,25834026,56.161148,10.217405,Ølandsgade 2,11:10:00,2018-08-10,4,True,False,True,1,1
7385233,2018-08-06T20:30:00+02:00,2,0,67841,12.5,100,,False,True,True,True,10500,394397.0,1,282303.0,flexible,10463,0,1,1,0,1,0,25830436,55.67137320000001,12.5926162,Prinsessegade 24,25830435,56.043380000000006,9.92492,Skanderborg Station | DSB,20:30:00,2018-08-06,0,True,False,True,1,1
7385240,2018-08-10T17:45:00+02:00,3,0,117779,12.5,100,,False,True,True,True,17500,402549.0,1,249413.0,5_minutes,14991,0,1,1,0,1,0,25841967,56.4475662,9.3986746,Viborg St.,25841965,55.6859176,12.4982404,Flintholm Station,17:45:00,2018-08-10,4,True,True,False,1,1
7385247,2018-08-25T03:15:00+02:00,2,2,818226,12.5,100,,False,True,True,True,10000,,1,90846.0,none,3763,0,0,0,0,1,0,25830475,55.7461525,9.1479944,Billund Airport - Terminal 1,25830474,56.1289379,10.1626997,Viby Torv,03:15:00,2018-08-25,5,True,False,False,0,0
7385248,2018-08-07T13:30:00+02:00,3,2,85843,12.5,100,,False,True,True,True,15000,270694.0,1,295117.0,5_minutes,11682,0,0,0,0,1,0,25830478,56.1641807,9.5441622,"Silkeborg St., Silkeborg",25830476,55.6301738,12.6509674,"CPH Airport, Kastrup",13:30:00,2018-08-07,1,True,True,False,1,1
7385250,2018-08-13T06:30:00+02:00,3,3,2324441,12.5,100,,False,True,True,True,9500,,1,160204.0,none,6422,0,1,0,1,1,0,25830584,56.1660574,10.2058163,"Bartholins Allé 2, Aarhus",25830582,55.4663471,8.579759699999999,"Tjæreborg Station, Esbjerg",06:30:00,2018-08-13,0,True,False,False,0,0
7385252,2018-08-07T15:50:00+02:00,3,3,176588,12.5,100,,False,True,True,True,5500,366818.0,1,72130.0,none,2678,0,0,1,0,1,0,25830498,55.7126305,9.5449358,36 Skyttehusgade,25830497,56.133516,8.9784442,Herning Station,15:50:00,2018-08-07,1,True,False,False,0,0
7385253,2018-08-08T09:15:00+02:00,3,3,1578337,12.5,100,,False,True,False,False,15000,258801.0,1,162433.0,none,11650,0,0,0,0,1,0,25858998,55.863775,10.550404,Sælvig,25858997,55.39220450000001,10.3949671,10 Alexandragade,09:15:00,2018-08-08,2,True,False,False,0,0
7385277,2018-08-06T16:10:00+02:00,3,3,561708,12.5,100,,False,True,True,True,10000,402550.0,1,259738.0,5_minutes,9976,0,1,1,0,1,0,25830565,57.04881949999999,9.921747,Aalborg,25830564,55.40375600000001,10.40237,Odense,16:10:00,2018-08-06,0,True,False,False,0,0
7385281,2018-08-11T01:15:00+02:00,4,1,133121,12.5,100,,False,True,True,True,6000,275867.0,1,119549.0,flexible,5148,0,1,1,1,0,0,25830573,57.04318489999999,9.9171509,Aalborg St.,25830572,56.150325,10.2046758,Aarhus Hovedbanegård,01:15:00,2018-08-10,4,True,False,False,0,0
7385282,2018-08-08T08:45:00+02:00,3,0,140445,12.5,100,,False,True,False,False,13000,29370.0,1,188151.0,5_minutes,11740,0,0,1,0,1,0,25851628,56.1460465,10.2027261,Aarhus C,25851626,55.672689,12.5648692,Københavns Hovedbanegård,08:45:00,2018-08-08,2,True,True,False,1,1
7385284,2018-09-08T11:30:00+02:00,2,2,818226,12.5,100,,False,True,True,True,10000,,1,90844.0,none,3866,0,0,0,0,1,0,25830590,56.1289379,10.1626997,Viby Torv,25830589,55.7461525,9.1479944,Billund Airport - Terminal 1,11:30:00,2018-09-08,5,True,False,False,0,0
7385290,2018-08-10T07:35:00+02:00,4,4,33792,12.5,100,,False,True,True,True,4000,2927.0,1,43608.0,5_minutes,2385,0,1,1,1,0,0,25830608,56.18132410000001,9.5623434,Gran Allé,25830607,56.158579,10.210899,Graven 10,07:35:00,2018-08-10,4,True,False,False,0,0
7385292,2018-08-14T15:00:00+02:00,3,2,2324441,12.5,100,,False,True,True,True,9500,,1,160280.0,none,6378,0,1,0,1,1,0,25830612,55.4663471,8.579759699999999,"Tjæreborg Station, Esbjerg",25830611,56.1660574,10.2058163,"Bartholins Allé 2, Aarhus",15:00:00,2018-08-14,1,True,False,False,0,0
7385293,2018-08-23T18:15:00+02:00,3,0,62622,12.5,100,,False,True,False,True,8500,221871.0,1,201046.0,5_minutes,8088,0,0,1,0,1,0,26093636,55.7067291,9.5365349,Vejle,26093635,55.63781850000001,12.083313,Roskilde St.,18:15:00,2018-08-23,3,True,True,False,1,1
7385294,2018-08-16T11:00:00+02:00,1,1,1273619,12.5,100,,False,True,True,True,15000,379435.0,1,170443.0,flexible,7053,0,1,1,1,1,0,25830914,57.37067729999999,9.7174846,Løkken,25830912,56.162939,10.203921,Aarhus,11:00:00,2018-08-16,3,True,False,False,0,0
7385297,2018-08-24T18:30:00+02:00,3,3,62622,12.5,100,,False,True,False,True,9000,221871.0,1,201159.0,5_minutes,8081,0,0,1,0,1,0,26143581,55.63781850000001,12.083313,Roskilde St.,26143580,55.7067291,9.5365349,Vejle,18:30:00,2018-08-24,4,True,False,True,1,1
7385299,2018-08-08T18:05:00+02:00,3,3,1541444,12.5,100,,False,True,True,True,6500,362785.0,1,96341.0,5_minutes,3973,0,0,1,0,1,0,25830638,55.4906696,9.4810124,"Kolding St., Kolding",25830637,56.1536624,10.1801634,Søren Frichs Vej 32,18:05:00,2018-08-08,2,True,False,False,0,0
7385305,2018-08-06T21:00:00+02:00,1,1,1433742,12.5,100,,False,True,False,False,10000,,1,164986.0,none,6660,0,1,1,0,0,0,25830747,55.476466,8.459405,Esbjerg,25830746,56.162939,10.203921,Aarhus,21:00:00,2018-08-06,0,True,False,False,0,0
7385326,2018-08-16T17:15:00+02:00,2,1,1273619,12.5,100,,False,True,True,True,15000,379435.0,1,169928.0,flexible,6982,0,1,1,1,1,0,25992047,56.162939,10.203921,Aarhus,25992045,57.37067729999999,9.7174846,Løkken,17:15:00,2018-08-16,3,True,False,False,0,0
7385337,2018-09-04T08:30:00+02:00,4,4,33792,12.5,100,,False,True,True,True,6000,2927.0,1,85524.0,5_minutes,3879,0,1,1,1,0,0,25830743,56.1395093,8.979380699999998,Nørregade,25830742,56.158579,10.210899,Graven 10,08:30:00,2018-09-04,1,True,False,False,0,0
7385341,2018-08-07T07:00:00+02:00,3,3,633833,12.5,100,,False,True,True,True,5000,327038.0,1,66559.0,none,3978,0,0,0,0,1,0,25830762,56.146212,10.20383,Sct. Pauls Kirke,25830761,56.4475755,9.3557881,87 Holstebrovej,07:00:00,2018-08-07,1,True,False,False,0,0
7385342,2018-08-07T10:00:00+02:00,2,2,274644,12.5,100,,False,True,True,True,18500,114004.0,1,305257.0,5_minutes,11915,0,0,1,0,0,0,25830791,56.150356,10.204572,Aarhus Hovedbanegård,25830789,55.6713363,12.5667966,Hovedbanegården,10:00:00,2018-08-07,1,True,True,False,1,1
7385345,2018-09-04T10:15:00+02:00,4,4,33792,12.5,100,,False,True,True,True,5500,2927.0,1,86607.0,5_minutes,3816,0,1,1,1,0,0,25830785,56.162939,10.203921,Aarhus,25830784,56.1395093,8.979380699999998,Nørregade,10:15:00,2018-09-04,1,True,False,False,0,0
7385347,2018-08-19T11:00:00+02:00,3,0,1273619,12.5,100,,False,True,True,True,15000,379435.0,1,170443.0,flexible,7053,0,1,1,1,1,0,25830804,57.37067729999999,9.7174846,Løkken,25830802,56.162939,10.203921,Aarhus,11:00:00,2018-08-19,6,True,False,False,0,0
7385348,2018-08-07T08:00:00+02:00,3,3,828463,12.5,100,,False,True,True,True,10000,401179.0,1,233186.0,none,8476,0,0,0,0,1,0,25830806,55.5024838,9.484393199999998,Kolding Sygehus,25830805,55.7557522,12.4748556,Gammelmosevej 261,08:00:00,2018-08-07,1,True,True,False,1,1
7385362,2018-08-07T17:00:00+02:00,3,3,71057,12.5,100,,False,True,True,True,6900,287897.0,1,119427.0,5_minutes,5000,0,1,1,0,1,0,25830862,57.041176,9.9492194,"Vejgård Bymidte, Aalborg",25830860,56.1565195,10.1689744,"Åbyhøj, Aarhus",17:00:00,2018-08-07,1,True,False,False,0,0
7385363,2018-08-08T17:00:00+02:00,3,1,71057,12.5,100,,False,True,True,True,6900,287897.0,1,119427.0,5_minutes,5000,0,1,1,0,1,0,25830865,57.041176,9.9492194,"Vejgård Bymidte, Aalborg",25830863,56.1565195,10.1689744,"Åbyhøj, Aarhus",17:00:00,2018-08-08,2,True,False,False,0,0
7385364,2018-08-09T17:00:00+02:00,3,3,71057,12.5,100,,False,True,True,True,6900,287897.0,1,119427.0,5_minutes,5000,0,1,1,0,1,0,25830868,57.041176,9.9492194,"Vejgård Bymidte, Aalborg",25830866,56.1565195,10.1689744,"Åbyhøj, Aarhus",17:00:00,2018-08-09,3,True,False,False,0,0
7385365,2018-08-10T17:00:00+02:00,3,3,71057,12.5,100,,False,True,True,True,8400,287897.0,1,119427.0,5_minutes,5000,0,1,1,0,1,0,25830874,57.041176,9.9492194,"Vejgård Bymidte, Aalborg",25830872,56.1565195,10.1689744,"Åbyhøj, Aarhus",17:00:00,2018-08-10,4,True,False,False,0,0
7385366,2018-08-07T11:45:00+02:00,3,3,8173,12.5,100,,False,True,True,True,7500,388199.0,1,94053.0,5_minutes,3905,0,1,1,1,1,0,25830876,55.8536684,9.4845233,Tørring,25830875,55.394786,10.3833951,Odense C,11:45:00,2018-08-07,1,True,False,False,0,0
7385367,2018-08-19T18:00:00+02:00,1,1,1273619,12.5,100,,False,True,True,True,15000,379435.0,1,169928.0,flexible,6982,0,1,1,1,1,0,25830934,56.162939,10.203921,Aarhus,25830932,57.37067729999999,9.7174846,Løkken,18:00:00,2018-08-19,6,True,False,False,0,0
7385370,2018-08-10T09:30:00+02:00,3,0,1629582,12.5,100,,False,True,True,True,22500,270640.0,1,419053.0,5_minutes,16093,0,1,1,0,1,0,25830909,57.0415702,9.9195844,"Kennedy Arkaden, Aalborg",25830907,55.6635235,12.5152697,"Valby St., København",09:30:00,2018-08-10,4,True,True,False,1,1
7385377,2018-08-08T07:20:00+02:00,3,2,71057,12.5,100,,False,True,True,True,6600,287897.0,1,119727.0,5_minutes,5009,0,1,1,0,1,0,25830925,56.1565195,10.1689744,"Åbyhøj, Aarhus",25830923,57.041176,9.9492194,"Vejgård Bymidte, Aalborg",07:20:00,2018-08-08,2,True,False,False,0,0
7385378,2018-08-09T07:20:00+02:00,3,1,71057,12.5,100,,False,True,True,True,6600,287897.0,1,119727.0,5_minutes,5009,0,1,1,0,1,0,25830928,56.1565195,10.1689744,"Åbyhøj, Aarhus",25830926,57.041176,9.9492194,"Vejgård Bymidte, Aalborg",07:20:00,2018-08-09,3,True,False,False,0,0
